,num_dol,num_des,num_tfsi,num_ps,num_li,atoms_dol,atoms_des,atoms_tfsi,atoms_ps,atoms_li,count,%
1002,3,1,0,2,1,:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1003,3,1,0,2,1,:1O:1O,,,::::1S:1S:1S:1S,1L,1,0.03000300030003
1004,3,1,0,2,1,::,,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1005,3,1,0,2,1,::,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1006,3,1,0,2,1,::1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1007,3,1,0,2,1,::1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1008,3,1,0,2,2,1O:1O:1O,1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1009,3,1,0,1,2,1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
1010,3,1,0,2,2,:1O:1O,1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1011,3,1,0,2,2,:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1012,3,1,0,2,2,:1O:1O,1O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1013,3,1,0,2,2,:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1014,3,1,0,2,2,:1O:1O,1O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1015,3,1,0,2,2,:1O:1O,1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1016,3,1,0,2,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1017,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
1018,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
1019,3,1,1,1,1,::,,1O,,1L,1,0.03000300030003
1020,3,1,1,1,1,::,1O,,,1L,1,0.03000300030003
1021,3,1,0,1,2,1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
1022,3,1,0,1,2,1O:1O:1O,,,,1L:1L,1,0.03000300030003
1023,2,5,0,1,2,1O:1O,:::1O:1O,,,1L:1L,1,0.03000300030003
1024,3,0,0,2,1,:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1025,2,5,0,1,2,:,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1026,2,5,0,1,2,:,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1027,2,5,0,1,2,:,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
1028,2,5,0,1,2,:1O,1O:1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
1029,2,5,0,1,2,:1O,1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
1030,2,5,0,1,2,:1O,1O:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
1031,2,5,0,2,2,1O:1O,:1O:1O:1O:1O,,:1S:1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
1032,2,6,0,1,2,1O:1O,:::1O:1O:1O,,,1L:1L,1,0.03000300030003
1033,2,6,0,1,2,:,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1034,3,0,0,1,1,::,,,,1L,1,0.03000300030003
1035,3,0,0,1,2,1O:1O:1O,,,,1L:1L,1,0.03000300030003
1036,3,0,0,2,1,:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1037,3,1,0,1,1,::1O,1O1S,,,1L,1,0.03000300030003
1038,3,0,1,1,1,::,,,,1L,1,0.03000300030003
1039,3,0,1,1,1,::1O,,1O,,1L,1,0.03000300030003
1040,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1041,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:2S,1L:1L,1,0.03000300030003
1042,3,0,1,2,2,1O:1O:1O,,2O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1043,3,0,2,1,2,1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
1044,3,0,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1045,3,1,0,1,0,:1O:1O,,,,,1,0.03000300030003
1046,3,1,0,1,1,1O:1O:2O,,,,1L,1,0.03000300030003
1047,3,1,0,1,1,:1O:2O,,,,1L,1,0.03000300030003
1048,3,1,0,1,1,:1O:2O,2O1S,,,1L,1,0.03000300030003
1049,2,3,1,1,1,:1O,:1O:1O,1O,,1L,1,0.03000300030003
1050,2,3,1,1,1,:1O,1O:1O:1S,1O,,1L,1,0.03000300030003
1051,2,3,1,1,1,:1O,1O:1O:1S,,,1L,1,0.03000300030003
1052,2,2,0,2,2,:1O,1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1053,2,2,0,1,2,:1O,:1O1S,,,1L:1L,1,0.03000300030003
1054,2,2,0,1,3,1O:1O,1O:1O,,,1L:1L:1L,1,0.03000300030003
1055,2,2,0,2,1,:,1O:1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1056,2,2,0,2,1,:,:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1057,2,2,0,2,1,:1O,1O:1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1058,2,2,0,2,1,:1O,1O:1S,,::::1S:1S:1S:1S,1L,1,0.03000300030003
1059,2,2,0,2,1,:1O,:,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1060,2,2,0,2,1,:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1061,2,2,0,2,1,:1O,:1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1062,2,2,0,2,2,1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1063,2,2,0,2,2,1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1064,2,2,0,2,2,:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1065,2,2,0,1,2,:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
1066,2,2,0,2,2,:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1067,2,2,0,2,2,:1O,1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1068,2,2,0,2,2,:1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1069,2,2,1,1,1,1O:1O,1O:1S,1O,,1L,1,0.03000300030003
1070,2,2,1,1,1,1O:1O,:,,,1L,1,0.03000300030003
1071,2,2,1,1,1,1O:1O,:,1N1O,,1L,1,0.03000300030003
1072,2,2,1,1,1,1O:1O,:,3O,,1L,1,0.03000300030003
1073,2,2,1,1,1,1O:1O,:1O1S,,,1L,1,0.03000300030003
1074,2,2,1,1,1,1O:1O,:1S,1O,,1L,1,0.03000300030003
1075,2,2,1,1,1,:,1O:1O,,,1L,1,0.03000300030003
1076,2,2,1,1,1,:1O,1O:1O,,,1L,1,0.03000300030003
1077,2,2,0,1,2,:1O,1O:2O,,,1L:1L,1,0.03000300030003
1078,2,2,0,1,2,1O:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
1079,2,2,1,1,1,:1O,1O:1S,,,1L,1,0.03000300030003
1080,2,1,2,1,2,1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
1081,2,1,1,1,1,:1O,1S,1O,,1L,1,0.03000300030003
1082,2,1,1,1,2,1O:1O,,2O,,1L:1L,1,0.03000300030003
1083,2,1,1,1,2,1O:1O,2O,1O,,1L:1L,1,0.03000300030003
1084,2,1,1,1,2,:1O,1O,,,1L:1L,1,0.03000300030003
1085,2,1,1,1,2,:1O,1O1S,1O,,1L:1L,1,0.03000300030003
1086,2,1,1,2,1,1O:1O,1O,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1087,2,1,1,2,1,:1O,1S,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1088,2,1,1,2,2,1O:1O,1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1089,2,1,1,2,2,:1O,1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
1090,2,1,1,2,2,:1O,1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1091,2,1,2,1,1,:,1S,1O:1O,,1L,1,0.03000300030003
1092,2,1,2,1,2,1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
1093,2,2,0,1,1,:1O,:2O,,,1L,1,0.03000300030003
1094,2,1,2,1,2,:,2O,:1O,,1L:1L,1,0.03000300030003
1095,2,1,2,1,2,:1O,,1O:1O,,1L:1L,1,0.03000300030003
1096,2,2,0,1,0,:,1O:1O1S,,,,1,0.03000300030003
1097,2,2,0,1,1,1O:1O,:1O1S,,,1L,1,0.03000300030003
1098,2,2,0,1,1,1O:2O,1O:1S,,,1L,1,0.03000300030003
1099,2,2,0,1,1,:,1O:2O,,,1L,1,0.03000300030003
1100,2,2,0,1,1,:,:,,,1L,1,0.03000300030003
1101,2,2,0,1,1,:,:2O,,,1L,1,0.03000300030003
1102,2,2,0,1,1,:1O,1O:2O1S,,,1L,1,0.03000300030003
1103,2,2,0,1,1,:1O,1S:2O,,,1L,1,0.03000300030003
1104,2,2,0,1,1,:1O,:1O1S,,,1L,1,0.03000300030003
1105,2,2,1,1,1,:1O,1O:1O1S,1O,,1L,1,0.03000300030003
1106,2,2,1,1,1,:1O,1O:1S,1O,,1L,1,0.03000300030003
1107,2,3,1,1,1,:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
1108,2,3,0,2,2,1O:1O,:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1109,2,3,0,1,1,:1O,:1O:2O,,,1L,1,0.03000300030003
1110,2,3,0,1,1,:2O,1O:1O:1S,,,1L,1,0.03000300030003
1111,2,3,0,1,1,:2O,:1O:1S,,,1L,1,0.03000300030003
1112,2,3,0,1,2,1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
1113,2,3,0,1,2,1O:1O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
1114,2,3,0,1,2,1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
1115,2,3,0,1,2,:1O,1O:2O:2O,,,1L:1L,1,0.03000300030003
1116,2,3,0,1,2,:1O,:1O:2O,,,1L:1L,1,0.03000300030003
1117,2,3,0,2,1,:,::,,::::1S:1S:1S:1S,1L,1,0.03000300030003
1118,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1119,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1120,2,3,0,2,2,1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1121,2,3,0,1,1,:1O,1O:1O:1O,,,1L,1,0.03000300030003
1122,2,3,0,2,2,:,1O:1O:1O,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1123,2,3,0,2,2,:,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1124,2,3,0,2,2,:,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1125,2,3,0,2,2,:1O,1O:1O:1O,,1S:1S:1S:1S:1S:1S:1S:2S,1L:1L,1,0.03000300030003
1126,2,3,0,2,2,:1O,1O:1O:1O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1127,2,3,1,1,1,1O:1O,::,,,1L,1,0.03000300030003
1128,2,3,1,1,1,1O:1O,::,1O,,1L,1,0.03000300030003
1129,2,3,1,1,1,1O:1O,::1O,1O,,1L,1,0.03000300030003
1130,2,3,1,1,1,:,:1O:1O,,,1L,1,0.03000300030003
1131,2,3,1,1,1,:,::1O,,,1L,1,0.03000300030003
1132,2,3,1,1,1,:1O,1O:1O:1O,,,1L,1,0.03000300030003
1133,2,3,0,1,1,:1O,:1O1S:1S,,,1L,1,0.03000300030003
1134,2,3,0,1,1,:1O,1O:1O1S:2O,,,1L,1,0.03000300030003
1135,2,2,1,1,1,:1O,1S:2O,1O,,1L,1,0.03000300030003
1136,2,2,1,2,1,:1O,:1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1137,2,2,1,1,1,:1O,:,,,1L,1,0.03000300030003
1138,2,2,1,1,1,:1O,:,2O,,1L,1,0.03000300030003
1139,2,2,1,1,1,:1O,:1O1S,1O,,1L,1,0.03000300030003
1140,2,2,1,1,1,:1O,:1O1S,2O,,1L,1,0.03000300030003
1141,2,2,1,1,1,:1O,:1S,,,1L,1,0.03000300030003
1142,2,2,1,1,1,:1O,:1S,2O,,1L,1,0.03000300030003
1143,2,2,1,1,1,:1O,:2O,1O,,1L,1,0.03000300030003
1144,2,2,1,1,2,1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
1145,2,2,1,1,2,1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
1146,2,2,1,1,2,:,1O:1O,1O,,1L:1L,1,0.03000300030003
1147,2,2,1,1,2,:1O,:1O,1O,,1L:1L,1,0.03000300030003
1148,2,2,1,2,2,1O:1O,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1149,2,3,0,1,1,:1O,1O:1O1S:1S,,,1L,1,0.03000300030003
1150,2,2,1,2,2,1O:1O,1O:1O1S,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1151,2,2,1,2,2,:1O,:1O,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1152,2,2,2,1,1,1O:1O,:1S,:1O,,1L,1,0.03000300030003
1153,2,2,2,1,1,:1O,:,1O:1O,,1L,1,0.03000300030003
1154,2,2,2,1,2,1O:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
1155,2,3,0,1,0,:,:1O1S:1S,,,,1,0.03000300030003
1156,2,3,0,1,0,:,::1S,,,,1,0.03000300030003
1157,2,3,0,1,1,1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
1158,2,3,0,1,1,1O:1O,::2O1S,,,1L,1,0.03000300030003
1159,2,3,0,1,1,:,1O:1O:1O1S,,,1L,1,0.03000300030003
1160,2,3,0,1,1,:,:1O:2O,,,1L,1,0.03000300030003
1161,7,0,0,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
